FIPS code,Income Year,PerCapita Income
21107,2022,21264.12
21109,2022,4872.18
21111,2022,496311.33
21113,2022,31724.79
21115,2022,8703.43
21117,2022,118460.32
21119,2022,5778.58
21121,2022,11114.28
21123,2022,6431.15
21125,2022,25566.15
21127,2022,6191.6
21129,2022,2494.94
21131,2022,3954.45
21133,2022,8294.23
21135,2022,5130.6
21137,2022,9955.62
21139,2022,4134.79
21141,2022,12717.67
21143,2022,3785.12
21145,2022,41004.07
21147,2022,5695.15
21149,2022,4801.19
21151,2022,43099.98
21153,2022,4748.24
21155,2022,8823.53
21157,2022,15600.1
21159,2022,3543.54
21161,2022,8283.72
21163,2022,14414.4
21165,2022,2548.17
21167,2022,10329.67
21169,2022,3904.97
21171,2022,5071.96
21173,2022,12370.17
21175,2022,4558.24
21177,2022,12454.75
21179,2022,25538.57
21181,2022,3053.11
21183,2022,9729.83
21185,2022,54278.41
21187,2022,4499.05
21189,2022,1859.78
21191,2022,6843.58
21193,2022,11916.04
21195,2022,24781.17
21197,2022,5045.18
21199,2022,30943.89
21201,2022,924.62
21203,2022,6527.04
21205,2022,9326.44
21207,2022,9903.34
21209,2022,31847.2
21211,2022,28496.28
21213,2022,8995.76
21215,2022,11327.21
21217,2022,10702.42
21219,2022,6247.96
21221,2022,6685.94
21223,2022,4075.81
21225,2022,6481.95
21227,2022,64380.45
21229,2022,5501.03
21231,2022,7320.51
21233,2022,6525.31
21235,2022,15606.72
21237,2022,2878.81
21239,2022,17188.47
22001,2022,26375.2
22003,2022,9667.6
22005,2022,78131.54
22007,2022,11952.34
22009,2022,17568.15
22011,2022,18543.81
22013,2022,5686.95
22015,2022,69176.0
22017,2022,140051.84
22019,2022,106115.64
22021,2022,3792.82
22023,2022,3168.33
22025,2022,3803.96
22027,2022,5930.0
22029,2022,7795.77
22031,2022,14722.23
22033,2022,283203.09
22035,2022,2451.93
22037,2022,9059.87
22039,2022,13008.13
22041,2022,7670.94
22043,2022,8462.58
22045,2022,32095.76
22047,2022,15697.15
22049,2022,6324.5
22051,2022,254525.2
22053,2022,14981.59
22055,2022,154693.5
22057,2022,50980.46
22059,2022,5679.08
22061,2022,23399.97
22063,2022,72898.21
22065,2022,3994.36
22067,2022,10493.32
22069,2022,17957.01
22071,2022,234596.27
22073,2022,74600.58
22075,2022,12756.25
22077,2022,11647.66
22079,2022,68457.62
22081,2022,4174.47
22083,2022,8907.06
22085,2022,10384.12
22087,2022,18545.57
22089,2022,29398.0
22091,2022,5069.03
22093,2022,12851.91
22095,2022,18490.88
22097,2022,38127.92
22099,2022,23816.51
22101,2022,23204.82
22103,2022,202724.4
22105,2022,65236.58
22107,2022,1850.71
22109,2022,52486.73
22111,2022,10093.91
22113,2022,27018.63
22115,2022,22958.65
22117,2022,18953.24
22119,2022,18233.18
22121,2022,15103.64
22123,2022,4011.15
22125,2022,6886.3
22127,2022,6225.73
23001,2022,57842.77
23003,2022,34717.53
23005,2022,245431.36
23007,2022,14691.45
23009,2022,36370.97
23011,2022,70305.57
23013,2022,26185.03
23015,2022,22783.26
23017,2022,28456.38
23019,2022,80734.92
23021,2022,9209.84
23023,2022,23501.0
23025,2022,24596.45
23027,2022,22210.98
23029,2022,15700.02
23031,2022,144342.41
24001,2022,31556.66
24003,2022,470734.58
24005,2022,596086.7
24009,2022,67541.05
24011,2022,19020.61
24013,2022,124049.26
24015,2022,59001.17
24017,2022,107277.56
24019,2022,18212.59
24021,2022,206080.62
24023,2022,15397.78
24025,2022,177612.95
24027,2022,302014.52
24029,2022,13988.51
24031,2022,994879.08
24033,2022,517101.99
24035,2022,40992.45
24037,2022,76327.35
24039,2022,9847.67
24041,2022,34664.02
24043,2022,83065.14
24045,2022,50052.69
24047,2022,35894.09
24510,2022,346013.8
25001,2022,200341.87
25003,2022,84609.81
25005,2022,373968.66
25007,2022,18963.89
25009,2022,646339.5
25011,2022,45105.63
25013,2022,281453.52
25015,2022,98092.96
25017,2022,1671816.36
25019,2022,16056.6
25021,2022,794322.09
25023,2022,430853.06
25025,2022,783057.77
25027,2022,574113.89
26001,2022,5038.15
26003,2022,3672.73
26005,2022,66948.24
26007,2022,14063.31
26009,2022,13563.06
26011,2022,7059.61
26013,2022,3381.79
26015,2022,36101.42
26017,2022,51253.07
26019,2022,10378.71
